index,Open,High,Low,Close,Adj Close,Volume
4/23/2018,125.230003,125.620003,124.690002,125.5,125.5,19156800
4/30/2018,124.410004,125.199997,123.389999,124.540001,124.540001,35737200
5/7/2018,124.5,125.589996,123.790001,125,125,22871800
5/14/2018,125.160004,125.209999,122.010002,122.410004,122.410004,34226800
5/21/2018,122.160004,123.82,121.970001,123.209999,123.209999,32484400
5/28/2018,122.839996,123.779999,122.440002,122.489998,122.489998,29508500
6/4/2018,122.849998,123.349998,122.279999,123.010002,123.010002,22859700
6/11/2018,123.099998,123.860001,120.830002,121.339996,121.339996,38900900
6/18/2018,121.349998,121.440002,119.82,120.339996,120.339996,23491600
6/25/2018,120,120.230003,118.010002,118.650002,118.650002,40218100
7/2/2018,118.18,119.330002,117.400002,118.860001,118.860001,28821700
7/9/2018,119.650002,119.730003,117.449997,117.610001,117.610001,24833800
7/16/2018,117.510002,117.629997,115.120003,116.559998,116.559998,39121700
7/23/2018,116.25,116.839996,115.760002,115.830002,115.830002,28152400
7/30/2018,115.800003,116.349998,114.419998,114.919998,114.919998,29765000
8/6/2018,114.559998,115.230003,114.309998,114.690002,114.690002,25818500
8/13/2018,113.809998,113.809998,111.059998,112.129997,112.129997,44590800
8/20/2018,112.379997,114.419998,112.059998,114.160004,114.160004,31286200
8/27/2018,114.120003,114.870003,113.239998,113.510002,113.510002,26562000
9/3/2018,112.75,114.260002,112.610001,113.230003,113.230003,19575400
9/10/2018,113.260002,114.779999,112.419998,113.019997,113.019997,23435200
9/17/2018,113.599998,114.370003,112.790001,113.489998,113.489998,24903900
9/24/2018,113.68,113.959999,111.849998,112.760002,112.760002,29441400
10/1/2018,112.400002,114.330002,112.150002,113.800003,113.800003,35954400
10/8/2018,112.25,116.040001,111.900002,115.230003,115.230003,70785400
10/15/2018,116.120003,116.599998,115.629997,116.010002,116.010002,43856800
10/22/2018,115.57,117.650002,115.43,116.769997,116.769997,50504600
10/29/2018,116.410004,117.07,114.660004,116.650002,116.650002,49834900
11/5/2018,116.279999,116.669998,114.139999,114.480003,114.480003,43752400
11/12/2018,114.010002,115.879997,113.419998,115.620003,115.620003,48245400
11/19/2018,115.449997,116.349998,115.370003,115.769997,115.769997,30144200
11/26/2018,115.839996,116.239998,114.589996,115.540001,115.540001,42127400
12/3/2018,116.599998,118.230003,116.300003,118.089996,118.089996,35326100
12/10/2018,117.699997,117.949997,116.580002,117.059998,117.059998,30283600
12/17/2018,117.370003,119.739998,117.349998,118.720001,118.720001,62070200
12/24/2018,119.57,121.080002,119.57,121.059998,121.059998,42769000
12/31/2018,120.980003,122.459999,120.690002,121.440002,121.440002,50000400
1/7/2019,122.160004,122.339996,121.059998,121.800003,121.800003,40967000
1/14/2019,122.150002,122.440002,121.019997,121.019997,121.019997,40322200
1/21/2019,121.18,122.910004,120.860001,122.860001,122.860001,29887200
1/28/2019,122.75,125.230003,122.720001,124.5,124.5,54931400
2/4/2019,123.989998,124.419998,123.400002,124.209999,124.209999,29935800
2/11/2019,123.190002,125,123.190002,124.800003,124.800003,35200800
2/18/2019,125.980003,127.209999,125.050003,125.5,125.5,38577700
2/25/2019,125.779999,125.900002,121.870003,121.879997,121.879997,42194800
3/4/2019,121.559998,122.889999,121.029999,122.839996,122.839996,38729600
3/11/2019,122.519997,123.879997,121.919998,122.970001,122.970001,36566100
3/18/2019,123.300003,124.419998,122.650002,123.970001,123.970001,39260600
3/25/2019,124.559998,125.110001,121.709999,122.010002,122.010002,37911600
4/1/2019,122.400002,122.43,120.959999,121.980003,121.980003,36810600
4/8/2019,122.970001,123.769997,121.790001,121.830002,121.830002,32231300
4/15/2019,121.199997,121.82,120.150002,120.370003,120.370003,23134500
4/22/2019,120.459999,121.669998,119.550003,121.370003,121.370003,22858300
4/29/2019,120.879997,121.550003,119.540001,120.650002,120.650002,36733700
5/6/2019,120.610001,121.730003,120.540001,121.43,121.43,21270600
5/13/2019,122.629997,122.849998,120.330002,120.650002,120.650002,39924600
5/20/2019,120.510002,121.519997,119.830002,121.300003,121.300003,20312500
5/27/2019,120.800003,123.400002,120.459999,123.330002,123.330002,31560700
6/3/2019,124.089996,127.25,123.900002,126.589996,126.589996,43506300
6/10/2019,125.459999,127.629997,124.879997,126.559998,126.559998,30513200
6/17/2019,126.699997,132.169998,126.169998,131.979996,131.979996,60437800
6/24/2019,132.770004,135.550003,132.259995,133.199997,133.199997,71130200
7/1/2019,131.559998,134.100006,130.550003,132.139999,132.139999,44540000
7/8/2019,132.179993,133.869995,131.160004,133.529999,133.529999,42427500
7/15/2019,133.179993,136.630005,132.130005,134.470001,134.470001,59826600
7/22/2019,134.559998,134.949997,133.089996,133.639999,133.639999,42225100
7/29/2019,134.059998,136.600006,132.309998,135.889999,135.889999,78891300
8/5/2019,137.929993,142.470001,137.050003,141.259995,141.259995,76256600
8/12/2019,141.669998,144.020004,139.350006,142.779999,142.779999,90976300
8/19/2019,141.330002,144.330002,140.850006,144.169998,144.169998,53274600
8/26/2019,144.350006,145.679993,143.020004,143.75,143.75,60897000
9/2/2019,144.960007,146.820007,141.860001,141.919998,141.919998,61369500
9/9/2019,142.369995,143.100006,140.059998,140.149994,140.149994,57531400
9/16/2019,141.600006,143.029999,139.809998,142.949997,142.949997,50298500
9/23/2019,143.220001,144.770004,140.160004,141.059998,141.059998,49020000
9/30/2019,139.770004,143.25,137.800003,141.899994,141.899994,61896700
10/7/2019,141.160004,142.580002,138.910004,140.029999,140.029999,44118900
10/14/2019,140.449997,141.119995,139.210007,140.460007,140.460007,36012400
10/21/2019,140.720001,142.830002,139.600006,141.860001,141.860001,28524700
10/28/2019,141.25,142.899994,139.550003,142.559998,142.559998,31410500
11/4/2019,142.259995,142.449997,137.389999,137.389999,137.389999,48530700
11/11/2019,137.610001,138.940002,136.190002,138.210007,138.210007,37589100
11/18/2019,138.440002,139,137.660004,137.740005,137.740005,25251900
11/25/2019,137.320007,138.130005,136.580002,137.860001,137.860001,19767600
12/2/2019,137.320007,139.570007,137.300003,137.619995,137.619995,37464700
12/9/2019,137.800003,139.850006,137.449997,139.050003,139.050003,27829300
12/16/2019,139.199997,139.550003,138.800003,139.520004,139.520004,21980100
12/23/2019,139.529999,142.729996,139.529999,142.330002,142.330002,23947000
12/30/2019,142.559998,146.320007,142.460007,145.860001,145.860001,30130700
1/6/2020,148.440002,148.610001,145.440002,146.910004,146.910004,61105900
1/13/2020,146.350006,146.990005,145.080002,146.580002,146.580002,37883700
1/20/2020,145.770004,148.380005,145.550003,147.979996,147.979996,29204000
1/27/2020,149.240005,149.679993,147.529999,149.330002,149.330002,46452100
2/3/2020,148.660004,148.779999,145.800003,147.789993,147.789993,37000500
2/10/2020,148.210007,149.130005,147.009995,149,149,28441100
2/17/2020,149.880005,155.220001,149.470001,154.699997,154.699997,45596500
2/24/2020,158.5,158.529999,147.050003,148.380005,148.380005,143760600
3/2/2020,150,159.25,149.039993,157.550003,157.550003,102245500
3/9/2020,158.600006,159.369995,141.580002,143.279999,143.279999,129910700
3/16/2020,137.559998,146.199997,136.119995,140.110001,140.110001,111824600
3/23/2020,142.679993,155.660004,142.279999,152.25,152.25,88078700
3/30/2020,152.410004,153.089996,147.850006,152.649994,152.649994,54885200
4/6/2020,154.160004,159.080002,153.960007,158.690002,158.690002,49658500
4/13/2020,159.169998,164.419998,158.119995,158.570007,158.570007,73672100
4/20/2020,158.619995,163.600006,157.039993,162.639999,162.639999,62231700
4/24/2020,163.130005,163.309998,160.889999,162.639999,162.639999,10456114
